,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.774118228170655,0.016928165575130622,0.9755124819909108,0.001116096669104298,0.7734899673316831,0.9761595455836428,79.0,16.745148551147583
