,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7783042088447834,0.008494490951680136,0.9758220339496205,0.0008064512263120578,0.7726420811457811,0.9759758852041084,90.6,11.288932633336069
