,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7756502024330947,0.014911167250034588,0.9756160843496099,0.001292188768901147,0.7836641598588168,0.9756753957611732,90.0,7.155417527999327
