,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7886201574399242,0.011184119422335928,0.973160326448354,0.002498299047793448,0.786701170621903,0.9730625715551068,90.2,7.934733769950949
