,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7661757354670939,0.020676185178905508,0.9578335123008305,0.006045435866093857,0.7687328464702102,0.962415308378555,70.2,16.78570820668583
