,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.8105103648412315,0.011849357870802912,0.9653241831163617,0.0016405991377353858,0.8072293055988027,0.9654997699079942,85.0,9.273618495495704
