,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7795204844195186,0.014788908017519933,0.9528617529045436,0.009802395488673503,0.7815162780796794,0.9537306370987244,60.2,26.873034811870433
