,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.8051192891253095,0.016514115386311052,0.9707360838302301,0.0025548331196300683,0.8110443414594927,0.971956599353358,87.0,12.361229712289955
