,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.8024641727313243,0.005957197893212518,0.9660602890776466,0.0013877494325534349,0.7995921974349167,0.9659509375420644,78.4,6.770524351924303
