,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7931935445343196,0.005737863619717131,0.9613447724346516,0.004364789793929979,0.7961811384864187,0.9630957090225064,74.4,21.749482752470232
