,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7868038381145116,0.02611932218447286,0.9597928565175357,0.005863829370801842,0.7976603425117158,0.961788204137044,72.2,19.446336415890784
