,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7825816295200466,0.011060039501765633,0.9610691956545876,0.007161784339866529,0.7848805780700927,0.9631455321796948,77.4,11.637869220780924
