,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.8072492644422911,0.014123969641738163,0.968225389473224,0.0027331585994972408,0.8132513601722181,0.9680081034972592,87.2,12.592060990957755
