,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7876932356425648,0.014655798671196615,0.9663953904097381,0.0028910997116448267,0.7805718275428547,0.9675804178224712,82.8,6.112282715974451
