,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7872538951405126,0.004425697993321425,0.942361026353279,0.0038635811132187504,0.7847720216841,0.9426011925689234,90.8,4.489988864128729
