,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.753813987364721,0.02865130114218116,0.9612244471239928,0.002893635449259259,0.7492848413706309,0.9612208769041012,76.6,7.631513611335565
