,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.783356219601046,0.010936216588978264,0.9651345232649738,0.0035753180779780516,0.7779841761780807,0.9646591587635978,72.2,19.579581200832667
