,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.7831498876274996,0.012779842765258072,0.9639950059510503,0.0035603059168849184,0.7824077564576749,0.964254155054702,71.8,8.541662601625049
