,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.819910943144356,0.008635639595617705,0.969467713959029,0.0007865507636316108,0.8148809694401066,0.969608035730281,82.6,11.876026271442818
