,mean_BACC,std_BACC,mean_AUC,std_AUC,median_BACC,median_AUC,mean_best_epoch,std_mean_b_epoch
0,0.8143030827791897,0.012491194060453459,0.9689015047661597,0.0015210161410309075,0.8142633546872854,0.9689052631891872,80.8,10.961751684835777
